Date, Qty, Price, Trades, Beginning_Cash, Ending_Cash, Equity
2019-18-06 00:43:10, 0.000000, 9312.700000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-19-06 00:00:27, 0.000000, 9078.950000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-20-06 00:00:27, 0.000000, 9286.350000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-21-06 00:00:27, 0.000000, 9535.850000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-22-06 00:00:28, 0.000000, 10211.000000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-23-06 00:00:27, 0.000000, 10655.650000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-24-06 00:00:26, 0.000000, 10808.650000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-25-06 00:00:27, 0.000000, 11036.600000, 0.000000, 6500.000000, 6500.000000, 6500.000000
2019-26-06 00:00:28, 0.780957, 11761.950000, 0.000000, -2417.996970, -2417.996970, 6767.580216
2019-27-06 00:00:27, 0.780957, 12917.050000, 0.000000, -2417.996970, -2417.996970, 7669.663647
2019-28-06 00:00:28, 0.780957, 11137.800000, 0.000000, -2417.996970, -2417.996970, 6280.145905
2019-29-06 00:00:27, 0.780957, 12345.450000, 0.000000, -2417.996970, -2417.996970, 7223.268626
2019-30-06 00:00:28, 0.780957, 11880.300000, 0.000000, -2417.996970, -2417.996970, 6860.006477
2019-01-07 00:00:27, 0.780957, 10771.400000, 0.000000, -2417.996970, -2417.996970, 5994.003260
2019-02-07 00:00:27, 0.780957, 10571.050000, 0.000000, -2417.996970, -2417.996970, 5837.538525
2019-03-07 00:46:14, 0.780957, 11171.800000, 0.000000, -2417.996970, -2417.996970, 6306.698443
2019-04-07 00:00:31, 0.780957, 11994.550000, 0.000000, -2417.996970, -2417.996970, 6949.230814
2019-05-07 00:00:29, 0.780957, 11117.800000, 0.000000, -2417.996970, -2417.996970, 6264.526765
2019-06-07 00:00:27, 0.780957, 10991.600000, 0.000000, -2417.996970, -2417.996970, 6165.969991
2019-07-07 00:00:30, 0.780957, 11216.650000, 0.000000, -2417.996970, -2417.996970, 6341.724364
2019-08-07 00:00:31, 0.780957, 11484.750000, 0.000000, -2417.996970, -2417.996970, 6551.098936
2019-09-07 00:00:32, 0.780957, 12295.450000, 0.000000, -2417.996970, -2417.996970, 7184.220776
