Date, Qty, Price, Trades, Beginning_Cash, Ending_Cash, Equity
2019-08-06 00:02:03, 0.000000, 398.700000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-09-06 00:01:57, 0.000000, 394.850000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-10-06 00:02:02, 0.000000, 379.350000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-11-06 00:02:02, 0.000000, 396.050000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-12-06 00:01:57, 0.000000, 388.950000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-13-06 00:14:28, 0.000000, 395.750000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-14-06 00:02:16, 0.000000, 413.050000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-14-06 19:23:37, 0.000000, 404.600000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-15-06 00:01:24, 237.276071, 421.450000, 237.276071, 100000.000000, -309.467315, 99690.532685
2019-16-06 00:01:20, 237.276071, 423.200000, 0.000000, -309.467315, -309.467315, 100105.765809
2019-17-06 00:01:27, 237.276071, 427.750000, 0.000000, -309.467315, -309.467315, 101185.371930
2019-18-06 00:44:27, 237.276071, 428.600000, 0.000000, -309.467315, -309.467315, 101387.056590
2019-19-06 00:01:46, 237.276071, 414.250000, 0.000000, -309.467315, -309.467315, 97982.144976
2019-20-06 00:01:46, 237.276071, 416.350000, 0.000000, -309.467315, -309.467315, 98480.424724
2019-21-06 00:14:33, 237.276071, 415.200000, 0.000000, -309.467315, -309.467315, 98207.557243
2019-22-06 00:01:58, 237.276071, 439.600000, 0.000000, -309.467315, -309.467315, 103997.093368
2019-23-06 00:01:54, 237.276071, 478.450000, 0.000000, -309.467315, -309.467315, 113215.268715
2019-24-06 00:01:57, 237.276071, 471.450000, 0.000000, -309.467315, -309.467315, 111554.336220
2019-25-06 00:01:54, 237.276071, 477.850000, 0.000000, -309.467315, -309.467315, 113072.903073
2019-26-06 00:01:56, 237.276071, 476.150000, 0.000000, -309.467315, -309.467315, 112669.533753
2019-27-06 00:01:56, 237.276071, 481.100000, 0.000000, -309.467315, -309.467315, 113844.050303
2019-28-06 00:03:11, -235.752631, 409.000000, -473.028701, -309.467315, 192534.045876, 96111.219918
2019-29-06 00:02:55, 208.206697, 433.100000, 443.959327, 192534.045876, -246.308522, 89928.011835
2019-30-06 00:02:19, 208.206697, 440.600000, 0.000000, -246.308522, -246.308522, 91489.562061
2019-01-07 00:03:06, -206.965485, 399.400000, -415.172181, -246.308522, 165076.084414, 82414.069882
2019-02-07 00:02:19, 0.000000, 416.600000, 206.965485, 165076.084414, 80178.232101, 80178.232101
2019-03-07 00:02:59, 0.000000, 409.050000, 0.000000, 80178.232101, 80178.232101, 80178.232101
2019-04-07 00:02:22, 0.000000, 422.650000, 0.000000, 80178.232101, 80178.232101, 80178.232101
2019-05-07 00:02:37, 0.000000, 398.450000, 0.000000, 80178.232101, 80178.232101, 80178.232101
2019-06-07 00:02:21, 0.000000, 400.250000, 0.000000, 80178.232101, 80178.232101, 80178.232101
2019-07-07 00:02:17, 0.000000, 403.400000, 0.000000, 80178.232101, 80178.232101, 80178.232101
2019-08-07 00:02:35, 0.000000, 413.800000, 0.000000, 80178.232101, 80178.232101, 80178.232101
