Date, Qty, Price, Trades, Beginning_Cash, Ending_Cash, Equity
2019-08-06 00:02:11, 0.000000, 7971.210000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-09-06 00:02:02, 0.000000, 7911.135000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-10-06 00:02:06, 0.000000, 7606.015000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-11-06 00:02:06, 0.000000, 7991.230000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-12-06 00:02:02, 0.000000, 7891.035000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-13-06 00:14:32, 0.000000, 8120.605000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-14-06 00:02:56, 12.144154, 8234.415000, 12.144154, 100000.000000, -256.513365, 99743.486635
2019-14-06 19:23:45, 12.144154, 8417.095000, 0.000000, -256.513365, -256.513365, 101961.980602
2019-15-06 00:01:30, 12.144154, 8654.500000, 0.000000, -256.513365, -256.513365, 104845.063371
2019-16-06 00:01:26, 12.144154, 8812.415000, 0.000000, -256.513365, -256.513365, 106762.807376
2019-17-06 00:01:33, 12.144154, 8980.850000, 0.000000, -256.513365, -256.513365, 108808.307876
2019-18-06 00:44:33, 12.144154, 9279.070000, 0.000000, -256.513365, -256.513365, 112429.937342
2019-19-06 00:01:52, 12.144154, 9099.955000, 0.000000, -256.513365, -256.513365, 110254.737282
2019-20-06 00:01:52, 12.144154, 9272.635000, 0.000000, -256.513365, -256.513365, 112351.789714
2019-21-06 00:14:42, 12.144154, 9540.885000, 0.000000, -256.513365, -256.513365, 115609.458899
2019-22-06 00:02:32, 12.144154, 10123.205000, 0.000000, -256.513365, -256.513365, 122681.242383
2019-23-06 00:02:28, 12.144154, 10713.450000, 0.000000, -256.513365, -256.513365, 129849.268284
2019-24-06 00:02:29, 12.144154, 10850.560000, 0.000000, -256.513365, -256.513365, 131514.353175
2019-25-06 00:02:28, 12.144154, 11063.910000, 0.000000, -256.513365, -256.513365, 134105.308331
2019-26-06 00:02:31, 12.144154, 11775.610000, 0.000000, -256.513365, -256.513365, 142748.302399
2019-27-06 00:02:30, 12.144154, 12996.380000, 0.000000, -256.513365, -256.513365, 157573.520705
2019-28-06 00:03:17, 12.144154, 11268.380000, 0.000000, -256.513365, -256.513365, 136588.423403
2019-29-06 00:03:01, 12.144154, 12349.245000, 0.000000, -256.513365, -256.513365, 149714.613910
2019-30-06 00:02:53, 12.144154, 11945.155000, 0.000000, -256.513365, -256.513365, 144807.282910
2019-01-07 00:03:15, 12.144154, 10821.305000, 0.000000, -256.513365, -256.513365, 131159.075964
2019-02-07 00:02:54, 12.144154, 10632.070000, 0.000000, -256.513365, -256.513365, 128860.977070
2019-03-07 00:03:05, 12.144154, 10940.535000, 0.000000, -256.513365, -256.513365, 132607.023389
2019-04-07 00:02:28, 12.144154, 11987.375000, 0.000000, -256.513365, -256.513365, 145320.009072
2019-05-07 00:02:43, 12.144154, 11104.590000, 0.000000, -256.513365, -256.513365, 134599.332497
2019-06-07 00:02:27, 12.144154, 11021.445000, 0.000000, -256.513365, -256.513365, 133589.606851
2019-07-07 00:02:23, 12.144154, 11132.380000, 0.000000, -256.513365, -256.513365, 134936.818523
2019-08-07 00:02:41, 12.144154, 11443.180000, 0.000000, -256.513365, -256.513365, 138711.221441
