Date, Qty, Price, Trades, Beginning_Cash, Ending_Cash, Equity
2019-08-06 00:01:14, 0.000000, 116.500000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-09-06 00:01:13, 0.000000, 118.720000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-10-06 00:01:14, 0.000000, 114.600000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-11-06 00:01:14, 0.000000, 130.330000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-12-06 00:01:13, 0.000000, 136.275000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-13-06 00:13:47, 0.000000, 135.665000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-14-06 00:01:52, 0.000000, 131.165000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-14-06 19:22:59, 0.000000, 127.155000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-15-06 00:00:37, 0.000000, 132.750000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-16-06 00:00:37, 0.000000, 138.365000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-17-06 00:01:05, 0.000000, 136.840000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-18-06 00:43:43, 0.000000, 133.660000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-19-06 00:00:59, 0.000000, 135.365000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-20-06 00:01:00, 0.000000, 136.780000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-21-06 00:13:49, 0.000000, 136.320000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-22-06 00:01:36, 0.000000, 138.740000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-23-06 00:01:32, 0.000000, 140.935000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-24-06 00:01:35, 0.000000, 135.915000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-25-06 00:01:32, 0.000000, 135.470000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-26-06 00:01:33, 0.000000, 135.430000, 0.000000, 100000.000000, 100000.000000, 100000.000000
2019-27-06 00:01:34, -766.371614, 130.485000, -766.371614, 100000.000000, 199715.599494, 99715.599494
2019-28-06 00:02:04, -766.371614, 113.950000, 0.000000, 199715.599494, 199715.599494, 112387.554125
2019-29-06 00:02:02, -766.371614, 119.185000, 0.000000, 199715.599494, 199715.599494, 108375.598728
2019-30-06 00:01:57, 726.770469, 133.460000, 1493.142082, 199715.599494, -303.739284, 96691.047473
2019-01-07 00:02:01, -721.779228, 122.330000, -1448.549697, -303.739284, 176285.790809, 87990.537787
2019-02-07 00:01:56, 0.000000, 122.710000, 721.779228, 176285.790809, 85643.407867, 85643.407867
2019-03-07 00:02:38, 0.000000, 118.955000, 0.000000, 85643.407867, 85643.407867, 85643.407867
2019-04-07 00:02:01, 0.000000, 122.105000, 0.000000, 85643.407867, 85643.407867, 85643.407867
2019-05-07 00:02:16, 0.000000, 118.965000, 0.000000, 85643.407867, 85643.407867, 85643.407867
2019-06-07 00:02:01, 0.000000, 118.495000, 0.000000, 85643.407867, 85643.407867, 85643.407867
2019-07-07 00:01:56, 0.000000, 117.850000, 0.000000, 85643.407867, 85643.407867, 85643.407867
2019-08-07 00:02:14, 0.000000, 120.555000, 0.000000, 85643.407867, 85643.407867, 85643.407867
2019-09-07 00:02:02, 0.000000, 123.425000, 0.000000, 85643.407867, 85643.407867, 85643.407867
